STOCK_SYMBOL,DATE_TIME,OPEN_PRICE,CLOSE_PRICE
AMZN,2025-01-14 09:30:00,220.4400,220.8700
AMZN,2025-01-14 09:30:30,220.8560,221.0400
AMZN,2025-01-14 09:31:00,220.9900,220.6500
AMZN,2025-01-14 09:31:30,220.6400,220.0300
AMZN,2025-01-14 09:32:00,219.9400,219.9550
AMZN,2025-01-14 09:32:30,219.9550,219.7300
AMZN,2025-01-14 09:33:00,219.7400,219.8300
AMZN,2025-01-14 09:33:30,219.8400,220.2057
AMZN,2025-01-14 09:34:00,220.2684,220.4600
AMZN,2025-01-14 09:34:30,220.4739,219.9960
AMZN,2025-01-14 09:35:00,220.0500,220.2500
AMZN,2025-01-14 09:35:30,220.2800,220.6850
AMZN,2025-01-14 09:36:00,220.6300,220.5000
AMZN,2025-01-14 09:36:30,220.4752,220.7000
AMZN,2025-01-14 09:37:00,220.7000,220.9475
AMZN,2025-01-14 09:37:30,220.9700,221.0200
AMZN,2025-01-14 09:38:00,220.9900,221.1500
AMZN,2025-01-14 09:38:30,221.0750,221.1300
AMZN,2025-01-14 09:39:00,221.1250,220.7750
AMZN,2025-01-14 09:39:30,220.8000,221.2200
AMZN,2025-01-14 09:40:00,221.2150,221.2700
AMZN,2025-01-14 09:40:30,221.2500,221.3450
AMZN,2025-01-14 09:41:00,221.3300,221.4401
AMZN,2025-01-14 09:41:30,221.4760,221.2200
AMZN,2025-01-14 09:42:00,221.1850,221.4400
AMZN,2025-01-14 09:42:30,221.4679,221.5700
AMZN,2025-01-14 09:43:00,221.5600,221.4200
AMZN,2025-01-14 09:43:30,221.4000,221.1710
AMZN,2025-01-14 09:44:00,221.1900,221.2500
AMZN,2025-01-14 09:44:30,221.2650,221.4950
AMZN,2025-01-14 09:45:00,221.5300,221.4500
AMZN,2025-01-14 09:45:30,221.4300,221.4490
AMZN,2025-01-14 09:46:00,221.4550,221.3300
AMZN,2025-01-14 09:46:30,221.3800,221.6000
AMZN,2025-01-14 09:47:00,221.6250,221.4600
AMZN,2025-01-14 09:47:30,221.4500,221.3900
AMZN,2025-01-14 09:48:00,221.3700,221.3100
AMZN,2025-01-14 09:48:30,221.3500,221.5490
AMZN,2025-01-14 09:49:00,221.5450,221.5901
AMZN,2025-01-14 09:49:30,221.5900,221.5450
AMZN,2025-01-14 09:50:00,221.5700,221.4500
AMZN,2025-01-14 09:50:30,221.4100,221.5500
AMZN,2025-01-14 09:51:00,221.5500,221.5057
AMZN,2025-01-14 09:51:30,221.5000,221.6300
AMZN,2025-01-14 09:52:00,221.6599,221.4600
AMZN,2025-01-14 09:52:30,221.4600,221.1200
AMZN,2025-01-14 09:53:00,221.1048,220.9600
AMZN,2025-01-14 09:53:30,220.9500,220.5600
AMZN,2025-01-14 09:54:00,220.5200,220.5600
AMZN,2025-01-14 09:54:30,220.5950,220.5301
AMZN,2025-01-14 09:55:00,220.5793,220.6000
AMZN,2025-01-14 09:55:30,220.5900,220.6800
AMZN,2025-01-14 09:56:00,220.6850,220.5700
AMZN,2025-01-14 09:56:30,220.5400,220.7200
AMZN,2025-01-14 09:57:00,220.7200,220.5350
AMZN,2025-01-14 09:57:30,220.5350,220.2400
AMZN,2025-01-14 09:58:00,220.2800,220.4750
AMZN,2025-01-14 09:58:30,220.4600,220.4100
AMZN,2025-01-14 09:59:00,220.4156,220.2200
AMZN,2025-01-14 09:59:30,220.2200,220.3000
AMZN,2025-01-14 10:00:00,220.3100,220.1400
AMZN,2025-01-14 10:00:30,220.1400,220.1300
AMZN,2025-01-14 10:01:00,220.0950,220.2129
AMZN,2025-01-14 10:01:30,220.2150,220.1852
AMZN,2025-01-14 10:02:00,220.1888,220.2700
AMZN,2025-01-14 10:02:30,220.2800,220.3900
AMZN,2025-01-14 10:03:00,220.3700,220.4200
AMZN,2025-01-14 10:03:30,220.4399,220.4050
AMZN,2025-01-14 10:04:00,220.4100,220.3400
AMZN,2025-01-14 10:04:30,220.3300,220.2600
AMZN,2025-01-14 10:05:00,220.2300,220.4000
AMZN,2025-01-14 10:05:30,220.3900,220.3914
AMZN,2025-01-14 10:06:00,220.4000,220.4500
AMZN,2025-01-14 10:06:30,220.4400,220.5400
AMZN,2025-01-14 10:07:00,220.5350,220.5726
AMZN,2025-01-14 10:07:30,220.5750,220.7300
AMZN,2025-01-14 10:08:00,220.7100,220.9000
AMZN,2025-01-14 10:08:30,220.8800,220.8800
AMZN,2025-01-14 10:09:00,220.8988,220.8600
AMZN,2025-01-14 10:09:30,220.8700,220.8200
AMZN,2025-01-14 10:10:00,220.8250,220.7200
AMZN,2025-01-14 10:10:30,220.7000,220.8350
AMZN,2025-01-14 10:11:00,220.8200,220.8799
AMZN,2025-01-14 10:11:30,220.8550,221.0700
AMZN,2025-01-14 10:12:00,221.0700,221.0700
AMZN,2025-01-14 10:12:30,221.0900,221.1656
AMZN,2025-01-14 10:13:00,221.1412,221.3350
AMZN,2025-01-14 10:13:30,221.3150,220.7500
AMZN,2025-01-14 10:14:00,220.7700,220.6900
AMZN,2025-01-14 10:14:30,220.6994,220.8600
AMZN,2025-01-14 10:15:00,220.8572,220.8000
AMZN,2025-01-14 10:15:30,220.8200,220.8900
AMZN,2025-01-14 10:16:00,220.9000,221.1700
AMZN,2025-01-14 10:16:30,221.1700,221.0600
AMZN,2025-01-14 10:17:00,221.0400,221.1200
AMZN,2025-01-14 10:17:30,221.1500,221.1826
AMZN,2025-01-14 10:18:00,221.1800,221.0300
AMZN,2025-01-14 10:18:30,221.0200,220.9500
AMZN,2025-01-14 10:19:00,220.9500,220.9845
AMZN,2025-01-14 10:19:30,220.9900,220.7275
AMZN,2025-01-14 10:20:00,220.7260,220.7300
AMZN,2025-01-14 10:20:30,220.7350,220.7850
AMZN,2025-01-14 10:21:00,220.7700,220.7050
AMZN,2025-01-14 10:21:30,220.6900,220.6450
AMZN,2025-01-14 10:22:00,220.6600,220.6600
AMZN,2025-01-14 10:22:30,220.6200,220.3500
AMZN,2025-01-14 10:23:00,220.3700,220.5100
AMZN,2025-01-14 10:23:30,220.4700,220.5600
AMZN,2025-01-14 10:24:00,220.5600,220.5100
AMZN,2025-01-14 10:24:30,220.5400,220.5000
AMZN,2025-01-14 10:25:00,220.4600,220.5961
AMZN,2025-01-14 10:25:30,220.5700,220.5900
AMZN,2025-01-14 10:26:00,220.5900,220.6400
AMZN,2025-01-14 10:26:30,220.6500,220.4950
AMZN,2025-01-14 10:27:00,220.4939,220.3800
AMZN,2025-01-14 10:27:30,220.3800,220.3072
AMZN,2025-01-14 10:28:00,220.3200,220.3101
AMZN,2025-01-14 10:28:30,220.3300,220.1740
AMZN,2025-01-14 10:29:00,220.1789,220.1300
AMZN,2025-01-14 10:29:30,220.1000,220.2300
AMZN,2025-01-14 10:30:00,220.2400,220.2850
AMZN,2025-01-14 10:30:30,220.3200,220.2350
AMZN,2025-01-14 10:31:00,220.2496,220.1750
AMZN,2025-01-14 10:31:30,220.2000,220.3311
AMZN,2025-01-14 10:32:00,220.3250,220.1700
AMZN,2025-01-14 10:32:30,220.1950,220.1300
AMZN,2025-01-14 10:33:00,220.1000,220.0700
AMZN,2025-01-14 10:33:30,220.0800,220.2620
AMZN,2025-01-14 10:34:00,220.2400,220.0050
AMZN,2025-01-14 10:34:30,220.0000,219.8600
AMZN,2025-01-14 10:35:00,219.8650,219.8700
AMZN,2025-01-14 10:35:30,219.9000,219.8837
AMZN,2025-01-14 10:36:00,219.9000,219.8400
AMZN,2025-01-14 10:36:30,219.8550,219.8000
AMZN,2025-01-14 10:37:00,219.8100,219.4400
AMZN,2025-01-14 10:37:30,219.4300,219.5240
AMZN,2025-01-14 10:38:00,219.5100,219.4750
AMZN,2025-01-14 10:38:30,219.4750,219.3600
AMZN,2025-01-14 10:39:00,219.3600,219.4350
AMZN,2025-01-14 10:39:30,219.4100,219.3450
AMZN,2025-01-14 10:40:00,219.3400,219.3428
AMZN,2025-01-14 10:40:30,219.3300,219.5550
AMZN,2025-01-14 10:41:00,219.5654,219.7000
AMZN,2025-01-14 10:41:30,219.6873,219.6700
AMZN,2025-01-14 10:42:00,219.6900,219.5000
AMZN,2025-01-14 10:42:30,219.5050,219.5050
AMZN,2025-01-14 10:43:00,219.4950,219.5000
AMZN,2025-01-14 10:43:30,219.5300,219.8600
AMZN,2025-01-14 10:44:00,219.8150,219.9100
AMZN,2025-01-14 10:44:30,219.8810,219.7600
AMZN,2025-01-14 10:45:00,219.7400,219.6850
AMZN,2025-01-14 10:45:30,219.6900,219.4996
AMZN,2025-01-14 10:46:00,219.5100,219.5200
AMZN,2025-01-14 10:46:30,219.5273,219.6300
AMZN,2025-01-14 10:47:00,219.6500,219.8318
AMZN,2025-01-14 10:47:30,219.8100,219.7094
AMZN,2025-01-14 10:48:00,219.6950,219.6750
AMZN,2025-01-14 10:48:30,219.6200,219.5300
AMZN,2025-01-14 10:49:00,219.5500,219.4300
AMZN,2025-01-14 10:49:30,219.4200,219.2650
AMZN,2025-01-14 10:50:00,219.2800,219.1100
AMZN,2025-01-14 10:50:30,219.0500,219.1900
AMZN,2025-01-14 10:51:00,219.2300,218.9300
AMZN,2025-01-14 10:51:30,218.9100,219.1620
AMZN,2025-01-14 10:52:00,219.1800,219.1300
AMZN,2025-01-14 10:52:30,219.1050,219.0500
AMZN,2025-01-14 10:53:00,219.0400,219.1800
AMZN,2025-01-14 10:53:30,219.2025,219.3410
AMZN,2025-01-14 10:54:00,219.3300,219.3600
AMZN,2025-01-14 10:54:30,219.4000,219.5600
AMZN,2025-01-14 10:55:00,219.5600,219.3100
AMZN,2025-01-14 10:55:30,219.3184,219.1700
AMZN,2025-01-14 10:56:00,219.1700,219.1650
AMZN,2025-01-14 10:56:30,219.1650,219.3100
AMZN,2025-01-14 10:57:00,219.2700,219.2200
AMZN,2025-01-14 10:57:30,219.2500,219.0999
AMZN,2025-01-14 10:58:00,219.1000,219.0450
AMZN,2025-01-14 10:58:30,219.0450,219.0900
AMZN,2025-01-14 10:59:00,219.1097,219.0550
AMZN,2025-01-14 10:59:30,219.0400,218.9700
AMZN,2025-01-14 11:00:00,218.9773,218.9900
AMZN,2025-01-14 11:00:30,218.9600,219.0200
AMZN,2025-01-14 11:01:00,219.0014,219.0000
AMZN,2025-01-14 11:01:30,219.0400,219.0699
AMZN,2025-01-14 11:02:00,219.0400,219.0700
AMZN,2025-01-14 11:02:30,219.0750,218.9481
AMZN,2025-01-14 11:03:00,218.9500,218.8000
AMZN,2025-01-14 11:03:30,218.8050,218.7600
AMZN,2025-01-14 11:04:00,218.7450,218.6710
AMZN,2025-01-14 11:04:30,218.6700,218.6100
AMZN,2025-01-14 11:05:00,218.6100,218.6500
AMZN,2025-01-14 11:05:30,218.6650,218.6750
AMZN,2025-01-14 11:06:00,218.7000,218.7050
AMZN,2025-01-14 11:06:30,218.7100,218.9600
AMZN,2025-01-14 11:07:00,218.9600,218.8537
AMZN,2025-01-14 11:07:30,218.9100,218.7900
AMZN,2025-01-14 11:08:00,218.8200,218.8000
AMZN,2025-01-14 11:08:30,218.8150,218.8361
AMZN,2025-01-14 11:09:00,218.8250,218.8669
AMZN,2025-01-14 11:09:30,218.8799,218.7800
AMZN,2025-01-14 11:10:00,218.7400,218.7650
AMZN,2025-01-14 11:10:30,218.7500,218.7500
AMZN,2025-01-14 11:11:00,218.7600,218.7700
AMZN,2025-01-14 11:11:30,218.7690,218.4700
AMZN,2025-01-14 11:12:00,218.4600,218.4500
AMZN,2025-01-14 11:12:30,218.4300,218.2790
AMZN,2025-01-14 11:13:00,218.2956,218.3300
AMZN,2025-01-14 11:13:30,218.3450,218.2650
AMZN,2025-01-14 11:14:00,218.2600,218.4200
AMZN,2025-01-14 11:14:30,218.4000,218.4400
AMZN,2025-01-14 11:15:00,218.4100,218.3000
AMZN,2025-01-14 11:15:30,218.2400,218.2200
AMZN,2025-01-14 11:16:00,218.2200,218.2700
AMZN,2025-01-14 11:16:30,218.2800,218.5052
AMZN,2025-01-14 11:17:00,218.5300,218.5700
AMZN,2025-01-14 11:17:30,218.5716,218.5000
AMZN,2025-01-14 11:18:00,218.5200,218.4900
AMZN,2025-01-14 11:18:30,218.4500,218.5400
AMZN,2025-01-14 11:19:00,218.5200,218.5250
AMZN,2025-01-14 11:19:30,218.5353,218.4450
AMZN,2025-01-14 11:20:00,218.4450,218.5099
AMZN,2025-01-14 11:20:30,218.5000,218.6280
AMZN,2025-01-14 11:21:00,218.6300,218.6700
AMZN,2025-01-14 11:21:30,218.6550,218.6600
AMZN,2025-01-14 11:22:00,218.6708,218.7248
AMZN,2025-01-14 11:22:30,218.7100,218.8300
AMZN,2025-01-14 11:23:00,218.8100,218.8320
AMZN,2025-01-14 11:23:30,218.8200,218.7500
AMZN,2025-01-14 11:24:00,218.7700,218.7300
AMZN,2025-01-14 11:24:30,218.7300,218.8500
AMZN,2025-01-14 11:25:00,218.8500,218.8500
AMZN,2025-01-14 11:25:30,218.8425,218.9099
AMZN,2025-01-14 11:26:00,218.9000,218.9504
AMZN,2025-01-14 11:26:30,218.9600,219.0000
AMZN,2025-01-14 11:27:00,218.9950,218.9801
AMZN,2025-01-14 11:27:30,219.0000,219.0600
AMZN,2025-01-14 11:28:00,219.0600,219.1400
AMZN,2025-01-14 11:28:30,219.1300,218.6839
AMZN,2025-01-14 11:29:00,218.6800,218.5700
AMZN,2025-01-14 11:29:30,218.5950,218.5400
AMZN,2025-01-14 11:30:00,218.5550,218.6800
AMZN,2025-01-14 11:30:30,218.6900,218.7500
AMZN,2025-01-14 11:31:00,218.7301,218.8200
AMZN,2025-01-14 11:31:30,218.8150,218.7250
AMZN,2025-01-14 11:32:00,218.7250,218.6200
AMZN,2025-01-14 11:32:30,218.6100,218.6967
AMZN,2025-01-14 11:33:00,218.6900,218.6800
AMZN,2025-01-14 11:33:30,218.6850,218.6790
AMZN,2025-01-14 11:34:00,218.7000,218.7500
AMZN,2025-01-14 11:34:30,218.7800,218.6500
AMZN,2025-01-14 11:35:00,218.6500,218.6700
AMZN,2025-01-14 11:35:30,218.6650,218.6800
AMZN,2025-01-14 11:36:00,218.6600,218.6301
AMZN,2025-01-14 11:36:30,218.6800,218.7050
AMZN,2025-01-14 11:37:00,218.7289,218.6000
AMZN,2025-01-14 11:37:30,218.6100,218.6200
AMZN,2025-01-14 11:38:00,218.6500,218.3600
AMZN,2025-01-14 11:38:30,218.3500,218.3450
AMZN,2025-01-14 11:39:00,218.3500,218.4000
AMZN,2025-01-14 11:39:30,218.3990,218.3745
AMZN,2025-01-14 11:40:00,218.4000,218.4400
AMZN,2025-01-14 11:40:30,218.4300,218.3250
AMZN,2025-01-14 11:41:00,218.3100,218.0200
AMZN,2025-01-14 11:41:30,217.9800,217.9000
AMZN,2025-01-14 11:42:00,217.9300,217.9100
AMZN,2025-01-14 11:42:30,217.9100,217.9150
AMZN,2025-01-14 11:43:00,217.9000,217.9200
AMZN,2025-01-14 11:43:30,217.8800,217.8450
AMZN,2025-01-14 11:44:00,217.8100,217.7740
AMZN,2025-01-14 11:44:30,217.7893,217.8300
AMZN,2025-01-14 11:45:00,217.8800,217.9557
AMZN,2025-01-14 11:45:30,217.9450,217.7900
AMZN,2025-01-14 11:46:00,217.7750,217.9350
AMZN,2025-01-14 11:46:30,217.9610,218.0100
AMZN,2025-01-14 11:47:00,217.9800,218.0200
AMZN,2025-01-14 11:47:30,217.9899,217.8964
AMZN,2025-01-14 11:48:00,217.9100,217.9950
AMZN,2025-01-14 11:48:30,218.0239,217.9700
AMZN,2025-01-14 11:49:00,217.9660,218.0800
AMZN,2025-01-14 11:49:30,218.0800,218.0200
AMZN,2025-01-14 11:50:00,218.0300,217.9700
AMZN,2025-01-14 11:50:30,217.9500,217.9350
AMZN,2025-01-14 11:51:00,217.9400,218.0150
AMZN,2025-01-14 11:51:30,218.0400,217.9201
AMZN,2025-01-14 11:52:00,217.9400,218.0350
AMZN,2025-01-14 11:52:30,218.0350,217.8650
AMZN,2025-01-14 11:53:00,217.8500,217.7600
AMZN,2025-01-14 11:53:30,217.7600,217.6500
AMZN,2025-01-14 11:54:00,217.6800,217.6050
AMZN,2025-01-14 11:54:30,217.5900,217.6200
AMZN,2025-01-14 11:55:00,217.6399,217.8000
AMZN,2025-01-14 11:55:30,217.7600,217.7500
AMZN,2025-01-14 11:56:00,217.7800,217.6000
AMZN,2025-01-14 11:56:30,217.5900,217.6451
AMZN,2025-01-14 11:57:00,217.6250,217.4500
AMZN,2025-01-14 11:57:30,217.4500,217.4550
AMZN,2025-01-14 11:58:00,217.4400,217.5000
AMZN,2025-01-14 11:58:30,217.4993,217.4400
AMZN,2025-01-14 11:59:00,217.4402,217.4684
AMZN,2025-01-14 11:59:30,217.4700,217.4600
AMZN,2025-01-14 12:00:00,217.4300,217.4350
AMZN,2025-01-14 12:00:30,217.4170,217.3900
AMZN,2025-01-14 12:01:00,217.3900,217.3801
AMZN,2025-01-14 12:01:30,217.4000,217.3435
AMZN,2025-01-14 12:02:00,217.4200,217.3000
AMZN,2025-01-14 12:02:30,217.3050,217.2300
AMZN,2025-01-14 12:03:00,217.2100,217.2900
AMZN,2025-01-14 12:03:30,217.2800,217.1850
AMZN,2025-01-14 12:04:00,217.2100,217.3437
AMZN,2025-01-14 12:04:30,217.3218,217.3600
AMZN,2025-01-14 12:05:00,217.3350,217.3100
