STOCK_SYMBOL,DATE_TIME,OPEN_PRICE,CLOSE_PRICE
GOOGL,2025-01-14 09:30:00,191.2400,191.6300
GOOGL,2025-01-14 09:30:30,191.6200,191.7900
GOOGL,2025-01-14 09:31:00,191.8100,191.4700
GOOGL,2025-01-14 09:31:30,191.4300,190.9300
GOOGL,2025-01-14 09:32:00,190.9150,190.4300
GOOGL,2025-01-14 09:32:30,190.4700,190.8150
GOOGL,2025-01-14 09:33:00,190.8100,191.1800
GOOGL,2025-01-14 09:33:30,191.1900,191.6800
GOOGL,2025-01-14 09:34:00,191.6962,191.5500
GOOGL,2025-01-14 09:34:30,191.5200,191.5700
GOOGL,2025-01-14 09:35:00,191.6100,191.6275
GOOGL,2025-01-14 09:35:30,191.6300,191.6500
GOOGL,2025-01-14 09:36:00,191.6300,191.5650
GOOGL,2025-01-14 09:36:30,191.5650,191.6750
GOOGL,2025-01-14 09:37:00,191.6500,191.8139
GOOGL,2025-01-14 09:37:30,191.8700,191.8460
GOOGL,2025-01-14 09:38:00,191.8900,191.7700
GOOGL,2025-01-14 09:38:30,191.7600,191.7500
GOOGL,2025-01-14 09:39:00,191.7300,191.2900
GOOGL,2025-01-14 09:39:30,191.2800,191.3600
GOOGL,2025-01-14 09:40:00,191.3650,191.0210
GOOGL,2025-01-14 09:40:30,190.9700,191.0500
GOOGL,2025-01-14 09:41:00,191.0450,191.3500
GOOGL,2025-01-14 09:41:30,191.3800,191.2650
GOOGL,2025-01-14 09:42:00,191.3100,191.4960
GOOGL,2025-01-14 09:42:30,191.5000,191.4750
GOOGL,2025-01-14 09:43:00,191.4500,191.3300
GOOGL,2025-01-14 09:43:30,191.3300,191.2800
GOOGL,2025-01-14 09:44:00,191.2600,191.2900
GOOGL,2025-01-14 09:44:30,191.2850,191.5061
GOOGL,2025-01-14 09:45:00,191.4900,191.3300
GOOGL,2025-01-14 09:45:30,191.3500,191.4200
GOOGL,2025-01-14 09:46:00,191.3500,191.3500
GOOGL,2025-01-14 09:46:30,191.3900,191.3200
GOOGL,2025-01-14 09:47:00,191.3100,191.0400
GOOGL,2025-01-14 09:47:30,191.0300,191.0500
GOOGL,2025-01-14 09:48:00,191.0500,191.1000
GOOGL,2025-01-14 09:48:30,191.1488,191.2700
GOOGL,2025-01-14 09:49:00,191.2800,191.2700
GOOGL,2025-01-14 09:49:30,191.2200,191.2200
GOOGL,2025-01-14 09:50:00,191.2400,190.9700
GOOGL,2025-01-14 09:50:30,190.9801,190.9636
GOOGL,2025-01-14 09:51:00,190.9800,191.0500
GOOGL,2025-01-14 09:51:30,191.0500,191.0300
GOOGL,2025-01-14 09:52:00,191.0250,190.9800
GOOGL,2025-01-14 09:52:30,190.9650,190.8500
GOOGL,2025-01-14 09:53:00,190.8700,190.8550
GOOGL,2025-01-14 09:53:30,190.8600,190.7350
GOOGL,2025-01-14 09:54:00,190.7200,190.7300
GOOGL,2025-01-14 09:54:30,190.7150,190.7200
GOOGL,2025-01-14 09:55:00,190.7000,190.7400
GOOGL,2025-01-14 09:55:30,190.7450,190.7700
GOOGL,2025-01-14 09:56:00,190.7550,190.7044
GOOGL,2025-01-14 09:56:30,190.7090,190.8000
GOOGL,2025-01-14 09:57:00,190.7800,190.8000
GOOGL,2025-01-14 09:57:30,190.7700,190.6800
GOOGL,2025-01-14 09:58:00,190.6500,190.7305
GOOGL,2025-01-14 09:58:30,190.7300,190.8450
GOOGL,2025-01-14 09:59:00,190.8420,190.8650
GOOGL,2025-01-14 09:59:30,190.8300,190.8100
GOOGL,2025-01-14 10:00:00,190.8000,190.7500
GOOGL,2025-01-14 10:00:30,190.7500,190.7590
GOOGL,2025-01-14 10:01:00,190.7200,190.7900
GOOGL,2025-01-14 10:01:30,190.8000,190.7950
GOOGL,2025-01-14 10:02:00,190.7900,190.7621
GOOGL,2025-01-14 10:02:30,190.7800,190.7000
GOOGL,2025-01-14 10:03:00,190.6900,190.7032
GOOGL,2025-01-14 10:03:30,190.7050,190.7200
GOOGL,2025-01-14 10:04:00,190.7499,190.5900
